Day,Hour,RTU01,RKG01,RGS01,RKM02,RDP02,RGD01,RKM03,RBK01,RTU02,RKM01,RTG01,RDP01,RTD01,RTD02,RTD03,RKJ01,RTG02,RKM04,RTG01,RTG02
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6.73,8.03,5.03,0.42,7.69,0.01,0.03,0.23,0.02,0.61,0.89,15.66,17.69,18.08,12.85,30.75,6.62,0.07,0.89,6.62
1,7,101.78,288.33,322.39,6.21,79.51,0.33,0.57,4.79,1.43,10.85,25.91,205.49,448.71,206.66,323.94,541.49,72.31,1.34,25.91,72.31
1,8,130.42,232.58,175.26,7.02,108.27,0.36,0.6,7.09,0.61,10.24,20.88,270.05,418.36,265.98,306.99,540.12,92.11,1.55,20.88,92.11
1,9,179.04,270.57,140.64,9.04,162.1,0.68,0.97,7.99,0.93,16.83,27.7,376.79,499.15,318.3,346.1,613.36,115.08,2.54,27.7,115.08
1,10,191.94,256.62,183.19,10,201.55,0.61,1.06,8.45,0.54,17.8,29.02,451.43,490.77,367.76,352.4,668.75,134.5,2.84,29.02,134.50
1,11,205.59,241.24,159.18,10.76,223.4,0.22,1.55,9.95,0.78,19.7,33.63,691.28,548.51,432.25,354.82,728.71,142.72,4.78,33.63,142.72
1,12,191.05,214.55,167.08,10.53,244.67,0.52,1.2,6.96,0.56,21.32,26.65,509.96,469.24,440.88,335.18,756.69,160.77,3.23,26.65,160.77
1,13,241.42,211.37,179.04,11.95,256.67,0.41,2.95,9.33,1,20.34,33.97,662.89,504.73,475.36,346.97,778.42,157.68,5.86,33.97,157.68
1,14,33.39,41.26,25.46,1.38,38.44,0.14,0.16,1.17,0.09,4.11,4.57,81.16,90.37,92.46,64.92,157.24,34.46,0.39,4.57,34.46
1,15,25.83,31.17,18.76,1.22,29.63,0.01,0.11,0.97,0.06,2.38,3.62,61.68,69.55,70.5,49.99,120.89,26.68,0.29,3.62,26.68
1,16,98.01,90.23,70.11,5.1,107.04,0.41,0.82,3.17,0.31,9.95,11.47,288.68,221.22,256.49,178.93,416.45,94.68,2.02,11.47,94.68
1,17,64.23,57.28,52.1,4.22,80.53,0.15,0.66,2.25,0.13,6.9,7.05,240.85,144.85,183.15,123.55,281.35,59.41,1.58,7.05,59.41
1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,5.29,6.23,3.93,0.47,6.03,0.03,0.02,0.26,0.01,0.45,0.68,12.36,13.77,14.28,9.97,24.24,5.21,0.06,0.68,5.21
2,7,74.09,156.22,104.67,10.22,56.58,0.28,0.36,3.77,0.45,8.15,11.51,149.14,291.54,165.55,205.43,341.66,55.91,0.82,11.51,55.91
2,8,133.11,226.89,148.78,6.96,116.68,0.57,0.66,5.83,0.82,12.87,24.88,285.72,424.74,261.92,312.12,527.34,95.74,1.39,24.88,95.74
2,9,167.88,259.43,136.02,6.76,164.08,0.86,0.81,7.26,0.64,16.99,22.59,387.06,460.48,324.08,350.04,611.98,122.09,1.97,22.59,122.09
2,10,184.25,248.14,164.48,9.95,193.74,0.69,0.9,7.82,0.52,16.08,26.84,445,469.17,387.64,343.89,673.03,136.05,2.33,26.84,136.05
2,11,179.67,232.63,154.28,5.65,239.16,0.25,0.83,6.6,0.4,17.39,22.67,515.79,464.73,389.86,331.96,710.64,156.09,2,22.67,156.09
2,12,189.49,214.2,164.79,6.77,263.2,1.29,0.89,4.46,0.68,18.56,22.76,523.68,458.44,438.34,329.71,758.14,171.33,2.34,22.76,171.33
2,13,207.03,215.43,175.13,10.87,264.57,1.5,1.3,8.98,0.46,17.63,26.21,562.41,472.78,480.75,350.65,824.3,187.65,2.95,26.21,187.65
2,14,202.04,192.01,161.47,7.61,238.42,0.92,1.67,8.84,0.61,21.34,29.95,555.25,439.7,464.19,328.69,792.11,176.45,3.23,29.95,176.45
2,15,164.88,170.16,123.55,7.12,186.13,0.26,1.11,6.93,0.66,16.25,21.75,406.79,363.06,395.87,281.45,660.67,146.88,2.29,21.75,146.88
2,16,98.96,100.19,69.66,3.98,109.25,0.34,0.49,3.1,0.32,8.75,12.21,232.96,222.71,245.34,173.56,409.59,89.8,1.4,12.21,89.80
2,17,31.99,35.32,24.43,1.19,36.76,0.01,0.12,1.32,0.08,3.71,3.64,80.31,83.58,91.03,64.98,151.89,32.8,0.52,3.64,32.80
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,7.83,9.91,6.08,0.65,9.15,0.05,0.03,0.33,0.02,0.79,1.01,18.96,21.51,22.16,15.78,37.56,8.04,0.09,1.01,8.04
3,7,99.46,295.89,366.96,11.41,70.56,0.3,0.59,5.59,1.93,11.17,22.91,189.25,449.66,189.99,327.07,545.9,70.98,1.33,22.91,70.98
3,8,138.63,250.58,402.29,9.59,106.53,0.7,0.81,6.69,2,15.07,31.14,255,484.49,243.03,344.68,658.91,82.7,2.18,31.14,82.7
3,9,172.18,243.85,133.78,6.87,130.49,0.49,1.15,9.38,1.16,17.44,32.41,312.38,513.97,297.58,331.59,569.59,93.44,3.13,32.41,93.44
3,10,195.16,239.74,182.42,7.33,166.52,0.56,1.16,9.53,0.9,20.9,35.6,388.77,531.03,370.1,345.61,638.7,116.92,4.08,35.6,116.92
3,11,197.82,221.25,139.06,14.27,182.57,0.82,1.74,9.65,0.86,21.93,34.68,683.11,535.41,418.84,339.14,683.42,126.92,5.11,34.68,126.92
3,12,223.76,221.16,164.32,8.71,235.18,1.41,2.09,8.02,1.03,23.63,34.79,514.17,525.71,444.01,340.24,732.78,141.77,5.58,34.79,141.77
3,13,236.34,210.38,173.3,7.18,252.62,0.68,2.93,9.1,0.88,21.94,38.22,670.24,504.35,459.63,345.58,761.95,152.3,6.09,38.22,152.3
3,14,231.23,192.45,173.38,9.23,264.7,1.38,4.39,9.76,0.73,25.21,37.39,793.59,480.13,460.56,328.79,752.07,151.26,6.08,37.39,151.26
3,15,197.02,161.2,156.27,10.01,237.89,1.37,4.3,7.02,0.78,17.67,35.08,788.39,407.75,447.02,296.16,666.23,133.05,4.89,35.08,133.05
3,16,175.98,119.01,118.72,4.59,177.81,0.5,3.4,5.4,0.44,14.02,26.58,673.05,276.7,326.82,225.43,486.83,87.54,3.35,26.58,87.54
3,17,52.35,49.32,45.63,4.39,71.72,0.25,0.9,2.02,0.19,6.23,6.3,250.25,119.66,157.54,100.65,221.87,43.5,1.24,6.3,43.5
3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,7.44,9.33,5.61,0.35,8.89,0.04,0.03,0.36,0.02,0.95,1.02,17.79,20.29,20.38,14.78,35.43,7.71,0.08,1.02,7.71
4,7,91.37,246.47,174.93,9.28,69.33,0.93,0.45,4.91,1.44,9.08,21.05,182.75,399.95,192.17,288.14,481.51,68.01,1.18,21.05,68.01
4,8,135.48,253.51,403.18,9.68,114.31,0.4,0.77,4.49,1.18,13.42,30.91,279.48,461.21,253.37,335.84,592.65,85.68,1.83,30.91,85.68
4,9,181.22,264.7,142.73,8.39,146.32,0.17,0.92,7.62,0.95,19.28,33.89,352.33,518.4,308.65,350.66,601.76,103.49,2.73,33.89,103.49
4,10,195.17,253.34,181.55,8.56,184.63,0.92,1.15,8.93,0.77,17.77,30.66,410.15,519.17,359.45,348.57,635.6,116.72,3.47,30.66,116.72
4,11,203.67,232.09,155.7,7.4,221.43,0.14,1.47,9.19,0.89,18.36,32.19,667.75,518.4,404.92,343.69,696.47,137.67,4.18,32.19,137.67
4,12,224.86,225.3,175.86,6.62,264,0.26,1.54,9.35,0.75,20.67,31.95,549.85,503.52,447.24,350.29,757.12,163.23,3.99,31.95,163.23
4,13,227.37,217.11,178.57,9.17,271.78,1.56,2.06,9.9,1.03,20.43,34.72,632.53,491.04,474.49,349.09,796.04,167.57,4.58,34.72,167.57
4,14,224.51,203.27,176.32,14.51,270.19,1.11,2.81,8.87,0.85,21.62,32.84,703.08,487.01,491.47,353.08,820.49,175.72,4.68,32.84,175.72
4,15,205.09,170.53,162.6,8.07,246.88,0.57,3.84,8.12,0.56,20.71,33.95,763.81,421.51,462.52,311.63,712.44,146.06,4.66,33.95,146.06
4,16,159.16,127.97,112.38,8.6,161.89,0.37,1.94,4.68,0.34,11.58,20.25,528.04,292.05,335.14,244.03,523.02,109.36,2.95,20.25,109.36
4,17,56.77,52.46,48.86,2.11,70.95,0.26,0.74,2.06,0.24,5.1,7.59,236.09,128.31,157.91,104.9,236.5,48.39,1.21,7.59,48.39
4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,2.74,3.21,2.03,0.19,3.12,0.02,0.01,0.12,0.01,0.31,0.35,6.46,7.25,7.4,5.25,12.78,2.77,0.03,0.35,2.77
5,7,86.19,227.73,97.26,8.52,64.46,0.43,0.51,4.27,1.03,8.42,20.8,174.84,380.41,185.74,272.25,446.43,63.46,1.1,20.8,63.46
5,8,137.95,256.51,448.89,13.97,111.1,0.9,0.68,7.17,1.35,12.17,27.71,272.55,459.17,250.68,336.31,590.24,88.87,1.74,27.71,88.87
5,9,181.78,276.62,147.94,7.49,161.09,0.15,1.03,8.37,1.09,20.68,33.98,383.65,512.06,314.33,356.63,613.95,111.79,2.45,33.98,111.79
5,10,168.75,237.73,137.34,3.58,195.03,0.74,0.75,9.46,0.38,12.03,21.2,429.58,446.26,341.58,330.45,631.63,131.62,1.86,21.2,131.62
5,11,170.18,214.82,147.7,9.16,224.75,1.56,0.74,6.12,0.38,14.51,19.56,485.01,432.66,369.61,315.89,655.97,143.95,1.82,19.56,143.95
5,12,175.76,194.92,149.92,8.45,233.72,1.99,0.72,6.22,0.45,16.99,20.83,462.13,415.31,388.67,305.94,670.87,153.58,2.05,20.83,153.58
5,13,217.6,210.37,168.63,10.35,262.65,0.87,1.73,8.43,0.66,22.28,29.71,592.77,464.11,444.46,339.14,759.84,166.67,3.93,29.71,166.67
5,14,251.1,205.12,195.28,12.91,286.8,1.3,5.2,9.52,0.82,24.54,42.98,925.38,529.43,482.58,355.59,781.99,148.72,7.57,42.98,148.72
5,15,209.37,179.63,163.38,8.39,244,1.9,3.32,8.05,0.75,19.8,28.94,730.46,433.93,474.57,320.79,749.59,160.44,4.35,28.94,160.44
5,16,97.14,101.33,69.9,5.15,108.24,0.38,0.54,4.06,0.41,9.8,13.03,233.3,218.6,238.2,172.36,395.59,87.52,1.33,13.03,87.52
5,17,19.75,22.74,14.45,1.65,22.12,0.07,0.06,0.71,0.07,2.24,2.37,46.58,52.08,53.89,37.63,91.5,19.83,0.24,2.37,19.83
5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,8.38,10.43,6.45,0.6,9.82,0.05,0.03,0.33,0.02,0.74,1.22,20.19,22.85,23.44,16.32,39.79,8.66,0.1,1.22,8.66
6,7,95.44,301.43,126.25,9.68,71.67,0.6,0.6,5.2,2,10.8,28.39,196.7,589.83,193.44,327.26,550.4,68.99,1.37,28.39,68.99
6,8,137.39,251.6,496.49,11.06,99.64,0.25,0.93,8.62,2.18,14.59,34.76,242.12,482.29,235.27,351.15,669.4,77.97,2.28,34.76,77.97
6,9,174.58,251.82,130.76,8.23,130.16,0.63,1.12,9.07,1.3,22.16,34.09,306.76,518.42,294.63,330.83,568.04,90.89,3.22,34.09,90.89
6,10,192.78,230.54,131.59,10.65,158.47,0.14,1.2,9.41,0.91,18.95,35.98,363.56,535.63,352.66,337.84,605.22,106.31,4.24,35.98,106.31
6,11,199.31,216.93,128.81,8.77,174.97,0.9,2.08,10.5,1.11,20.8,35.54,749.42,554.64,407.22,335.94,661.47,119.29,5.75,35.54,119.29
6,12,231.03,217.15,152.82,11.21,214.6,1.16,2.44,9.36,1.08,26.82,35.82,498.44,548.12,448.95,348.96,720.63,134.31,6.43,35.82,134.31
6,13,249.19,210.62,171.9,7.81,249.62,1.03,3.65,8.66,0.87,24.44,41.62,701.58,519.26,463.78,347.29,746.35,140.15,6.82,41.62,140.15
6,14,233.26,194.09,175.77,7.57,258.03,0.9,4.96,7.85,0.87,22.4,41.94,826.4,488.37,448.06,336.99,729.79,137.62,6.9,41.94,137.62
6,15,208.97,163.84,162.51,6.76,240.77,1.26,5.41,8.59,0.59,18.94,36.41,875.28,408.99,435.34,290.12,626.93,119.97,5.56,36.41,119.97
6,16,179.16,122.63,123.02,4.29,184.98,0.99,3.49,5.63,0.55,12.43,28.68,706.91,276.44,326.36,234.73,456.79,88.85,3.82,28.68,88.85
6,17,55.76,48.71,47.12,2.77,74.12,0.23,0.87,2.4,0.18,5.29,6.15,257.02,120.07,154.43,100.07,218.43,43.34,1.18,6.15,43.34
6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,9.18,11.02,6.83,0.58,10.41,0.03,0.04,0.36,0.02,0.72,1.15,21.01,24.04,24.64,17.52,41.55,9.05,0.1,1.15,9.05
7,7,98.69,290.02,118.81,11.29,74.87,0.68,0.55,5.05,1.41,11.01,23.85,198.95,547.15,199.45,319.04,485.57,71.65,1.21,23.85,71.65
7,8,137.34,257.84,211.84,6.2,119.89,0.6,0.64,5.79,1.01,11.96,23.75,291.26,451.18,270.78,331.33,572.08,95.48,1.67,23.75,95.48
7,9,168.82,268.59,126.37,11.19,160.02,0.64,0.78,7.14,0.79,14.18,26.17,378.96,465.76,323.52,344.24,609.44,114.33,1.93,26.17,114.33
7,10,198.29,259.99,151.33,7.31,207.26,0.54,1.02,8.79,0.74,17.28,29.62,459.13,506.59,389,368.56,689.94,140.4,2.71,29.62,140.4
7,11,217.12,253.33,180.53,11.07,259.52,0.8,1.26,9.74,0.84,21.86,30.31,636.9,531.14,464.86,378.62,794.65,171.04,3.05,30.31,171.04
7,12,212.02,227.65,180.07,9.55,270.39,0.79,1.5,8.46,1.03,19.78,31.69,553.78,500.4,434.21,349.33,740.97,158.31,3.81,31.69,158.31
7,13,240.41,215.41,180.85,8.5,270.78,0.86,2.89,10.59,1.06,21.43,35.11,680.64,508.42,470.52,356.25,765.56,155.44,5.5,35.11,155.44
7,14,215.77,206.06,172.95,8.77,265.39,1.07,2.39,8.14,0.66,22.42,30.52,663.89,481.65,481.13,355.44,807.98,178.86,4.07,30.52,178.86
7,15,205.4,176.08,162.59,7.11,242.67,1.55,3.51,8.75,0.73,15.99,34.26,724.02,419.01,453.38,316.81,706.7,149.4,4.26,34.26,149.4
7,16,161.99,123.93,116.36,5.7,168.7,0.78,2.3,5.06,0.42,13.89,22.95,567.1,289.97,331.95,239.09,500.66,103.28,2.95,22.95,103.28
7,17,55.17,51.71,44.25,3.04,68.13,0.28,0.55,2.24,0.17,6.21,7.91,215.86,128.71,160.16,110.24,238.81,50.64,1.18,7.91,50.64
7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,4.13,5.01,3.19,0.32,4.89,0.03,0.02,0.16,0.01,0.41,0.55,9.96,11.28,11.54,8.17,19.82,4.35,0.05,0.55,4.35
8,7,63.07,78.8,43.05,2.5,63.56,0.22,0.29,2.42,0.25,5.66,10.15,134.41,155.55,140.26,114.56,250.22,52.62,0.73,10.15,52.62
8,8,116.22,149.49,85.53,4.81,121.81,0.72,0.63,3.57,0.32,10.94,18.04,258.29,296.9,256.61,217.4,466.53,97.77,1.26,18.04,97.77
8,9,162.31,211.98,118.24,10,177.22,0.17,0.78,6.31,0.69,12.71,22.24,373.38,414.02,363.31,298.47,654.53,143.39,1.66,22.24,143.39
8,10,173.09,244.05,139.01,11.8,202.9,1.16,0.85,6.32,0.47,16.82,27.08,440.16,451.49,346.38,340.36,635.2,131.4,1.71,27.08,131.4
8,11,174.58,223.78,142.54,8.48,232.62,1.26,0.63,5.99,0.55,14.93,19.08,479.77,494.43,465.62,337.33,820.82,182.53,1.58,19.08,182.53
8,12,160.01,202.06,139.47,5.98,221.23,0.19,0.59,6.79,0.36,12.01,16.34,446.34,459.06,450.93,314.25,783.91,173.69,1.6,16.34,173.69
8,13,157.32,168.42,132.59,9.27,215.11,1.11,0.73,6.65,0.39,16.54,20.61,416.6,371.19,365.3,279.73,627.95,142.85,2,20.61,142.85
8,14,158.3,177.31,114.67,7.74,180.46,1.02,0.87,6.92,0.5,12.38,20.29,373.31,371.29,374.13,272.53,650.79,144.9,1.88,20.29,144.9
8,15,126.74,139.09,91.4,7.57,141.34,0.45,0.74,5.11,0.41,15.77,17.7,290.79,289.59,303.15,225.19,509.02,114.67,1.66,17.7,114.67
8,16,86.46,92.65,63.54,4.68,95.27,0.54,0.4,3.86,0.27,9.64,11.15,200.01,197.45,212.84,157.51,360.25,79.63,1.2,11.15,79.63
8,17,35.62,37.99,26.02,2.83,40.3,0.04,0.13,1.65,0.14,3.48,4.45,87.84,91.09,99.37,71.41,165.15,35.37,0.57,4.45,35.37
8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,8.58,10.42,6.26,0.57,9.94,0.07,0.03,0.42,0.01,0.79,1.21,20.21,23.16,23.2,16.5,39.79,8.83,0.1,1.21,8.83
9,7,100.29,283.69,111.21,11.16,74.93,0.71,0.48,4.11,1.29,9.02,24.98,196.86,540.42,198.17,319.78,479.38,69.95,1.35,24.98,69.95
9,8,140.92,270.81,164.43,6.98,112.08,0.1,0.75,8.58,1.67,16.36,30.4,272.98,488.11,250.44,357.06,638.24,86.77,1.94,30.4,86.77
9,9,177.28,275.21,139.41,8.12,143.39,0.42,0.96,8.03,1.09,20.65,30.26,341.43,519.91,305.19,347.03,593.51,101.06,2.79,30.26,101.06
9,10,201.46,267.76,146.52,9.26,191.57,0.32,1.2,8.47,0.83,21.83,32.91,437.83,543.46,360.83,364.85,634.71,120.31,3.47,32.91,120.31
